微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IwJwL3UAa,这轮在线教育解决了很多刚需，比如腾讯课堂 #花式开课#，不仅解决了老师的燃眉之急、10 秒就让学生“痛不欲生”，还有很多互联网、设计类课程，大家想要体会校园怀旧感的，可以去试试。  原图 ,http://wx1.sinaimg.cn/large/61c921e5ly1gcfi0c2rwbj20qo2enkjo.jpg,无,无,2020-03-02 13:04,微博 weibo.com,921,39,101
IwIL96ECk,最近很多老师都在线上 #花式开课#，电线、衣架、挂历都能做他们的直播工具。要聊这个，那我就不得不推荐下腾讯课堂，只需 10 秒就能极速开课，使用简单方便，计划开课的老师不妨试试。  [组图共9张] 原图 ,"http://ww1.sinaimg.cn/large/61c921e5ly1gcfelon9p8j20qo1ia1kx.jpg,http://ww1.sinaimg.cn/large/61c921e5ly1gcfelrpa07j20qo1ianmo.jpg,http://ww2.sinaimg.cn/large/61c921e5ly1gcfelw39e9j20qo1ia1kx.jpg,http://ww3.sinaimg.cn/large/61c921e5ly1gcfem2z66lj20qo13s7sb.jpg,http://ww3.sinaimg.cn/large/61c921e5ly1gcfem6c7qij20qo11ike8.jpg,http://ww1.sinaimg.cn/large/61c921e5ly1gcfem99heqj20qo17enju.jpg,http://ww2.sinaimg.cn/large/61c921e5ly1gcfemc6qscj20qo17etts.jpg,http://ww4.sinaimg.cn/large/61c921e5ly1gcfemf92kij20qo13se2k.jpg,http://ww1.sinaimg.cn/large/61c921e5ly1gcfemis3xdj20qo0urapi.jpg",无,无,2020-03-02 11:06,微博 weibo.com,854,232,118
IwFcSChk6,竟然全是 5K 分辨率，包括早期的，意外惊喜 我最喜欢10.4 那一张，可以用一辈子Every Default OS X Wallpaper – in Glorious 5K Resolution 到这里下载： http://t.cn/RKfk3VJ  原图 ,http://wx4.sinaimg.cn/large/61c921e5ly1gceyyiyu1ij20y00u01fr.jpg,无,无,2020-03-02 02:04,微博 weibo.com,1128,488,164
IwsKvx187,嗯，大概 2.6：1，足够了。  原图 ,http://wx4.sinaimg.cn/large/61c921e5ly1gcdfxuaatkj20u00s7wi1.jpg,无,无,2020-02-29 18:21,坚果手机 R1,1169,53,422
IwkK26qzN,  原图 ,http://wx4.sinaimg.cn/large/61c921e5ly1gccgm2u65cj21c00dy0wj.jpg,无,无,2020-02-28 21:58,微博 weibo.com,474,10,157
IwkFcc72b,有狗头就可以免拉黑的理论太奇怪了，我经常因为评论里有个狗头就把对方拉黑了，那狗头在我看来只有两个可能的效果：嘚瑟；不怀好意。  ,无,无,无,2020-02-28 21:46,微博 weibo.com,2002,121,467
IwkDOe75v,“再走个极端，所有人都戴护目镜，防护服出门岂不更好？” 当然啊，我没那么紧张所以不用。但如果多数人都有那么紧张以至于都戴了护目镜和防护服，有什么不好呢？（当然，如果因此影响了医务工作者获得必要的工作设备就不好了，但那是另一个话题）  ,无,无,无,2020-02-28 21:42,微博 weibo.com,586,28,119
IwkBTEaKU,1.这个例子的问题不是极端（实际上病毒扩散通常就是由一个人开始的，“一个人”这件事并不极端）而是不合理：感染是动态的，病毒不会感染十个后就静止。2.大规模扩散后造成的后果，和每人买几个口罩比（就算最终证明是多余的吧）不值一提。3.不得不置身于拥挤的走廊、电梯间、交通工具时，如何跟别人保持距离？4.哪一个主张戴口罩的人说过，戴口罩后可以不洗手，可以挤到人多的地方去？为什么总跟要戴口罩的人强调洗手更重要？为什么总跟为了生计不得不冒险出来挤地铁的人强调不要去人多的地方？                  原图                             ,http://wx3.sinaimg.cn/large/61c921e5ly1gccfyd4runj20u00yu1a3.jpg,无,无,2020-02-28 21:38,微博 weibo.com,1065,213,194
IwkvBC3Gj,我是个外行，我不懂（这姿势拿对了吧？）我只是想通过讨论来弄清楚国际卫生专家不建议公众戴口罩的逻辑到底是什么。因为公开说的那个，如前所述，看起来不是很合理。另外看看图中按日期排列的世界各国感染者数量的急剧变化，如果他们中的多数在感染后、发作前，就因为看新闻害怕而戴了口罩，会怎么样？  [组图共5张] 原图 ,"http://ww3.sinaimg.cn/large/61c921e5ly1gccf8tu640j216o0c6jv2.jpg,http://ww2.sinaimg.cn/large/61c921e5ly1gccf8tu39fj20oy0dywg3.jpg,http://ww4.sinaimg.cn/large/61c921e5ly1gccf8tweb3j20oy0dq40v.jpg,http://ww1.sinaimg.cn/large/61c921e5ly1gccf8tu33gj20p40e0abr.jpg,http://ww4.sinaimg.cn/large/61c921e5ly1gccf8tuhz7j20p20dw405.jpg",无,无,2020-02-28 21:22,微博 weibo.com,522,49,139
IwipP4Z7j,一直以来我都是通过拉黑出言不逊的xx来调节心理健康的。但随着长期辛勤劳动，和设置方面改动（现在只有“粉丝”才可评论），按原有标准已经越来越难找到拉黑对象了。近期我适当调整了一下，把那些说话不中听、不礼貌的也都拉黑了（包括说什么“忠言逆耳”“你要三思啊”之类的笨蛋）结果迎来了大丰收。  ,无,无,无,2020-02-28 16:02,微博 weibo.com,1320,71,724
IwihLap2y,感觉很牵强，一个人感染后不打喷嚏就没戴口罩，结果挤地铁时打了喷嚏把边上乘客都感染了怎么办？新加坡没有充足口罩就不建议戴？这他x也叫理由？排队买口罩，不可能比挤地铁聚集密度更高，不怕大家不戴口罩挤地铁，怕大家排队买口罩？如果担心医务人员不够用，为什么不囤好这部分用量再建议公众戴？  原图 ,http://wx3.sinaimg.cn/large/61c921e5ly1gcc5nml921j20c81qw0z8.jpg,无,无,2020-02-28 15:43,微博 weibo.com,636,83,166
IwhrI6bhO,关于“不用戴口罩”的困惑……或者……“震惊！口罩厂幕后老板怒怼国际卫生组织专家！” “邪门儿！相声演员觉得自己比公共卫生专家更懂疫情时期的公众心理！” “感动！自顾不暇的破产老赖请求专家指导公众正确使用口罩！”  原图 ,http://wx4.sinaimg.cn/large/61c921e5ly1gcc1tsrpkmj20ri207k59.jpg,无,无,2020-02-28 13:34,坚果手机 R1,1063,269,247
Ivzhzsls7,👻[加油]  原图 ,http://wx2.sinaimg.cn/large/61c921e5gy1gc6n12gby8j20u00o015p.jpg,无,无,2020-02-23 21:09,坚果手机 R1,2024,48,491
IvqjFeiah,蝙蝠肉暂时买不到了，但是蝙蝠的粪蛋儿作为中药，还是可以买到...... 神奇的“夜明砂”：那些蝙蝠粪是否也携带新冠病毒？  ,无,无,无,2020-02-22 22:19,微博 weibo.com,2660,477,627
IvmdFgzKb,没有标签的版本。  原图 ,http://wx4.sinaimg.cn/large/61c921e5gy1gc51f93skjj20ri1a2qa7.jpg,无,无,2020-02-22 11:53,坚果手机 R1,1101,101,251
IvmbMzIQ5,“我发现在座的朋友里，竟然同时有老婆和老婆的前男友，以及前女友和前女友的现任老公……”  原图 ,http://wx1.sinaimg.cn/large/61c921e5gy1gc50tll2ebj20ri1a2qa7.jpg,无,无,2020-02-22 11:49,坚果手机 R1,590,41,151
IuOb52FKa,朋友一家雖然也面臨物資匱乏，但完全沒有喪失革命樂觀主義精神，敬禮。  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/61c921e5gy1gc0v1r87k4j20u012aack.jpg,http://ww4.sinaimg.cn/large/61c921e5gy1gc0v1qfrirj20u012ydhk.jpg",无,无,2020-02-18 21:13,坚果手机 R1,3590,352,342
IuKvLevz7,这一切都是从被迫休假开始的：我看了爱尔兰人，因为太久没看到他们哥儿几个，起初我还以为他们衰老的面孔才是特效……然后在 youtube 上看了一两百个小时的演唱会视频，发现他们全都老了，都tm老成这样了，太吓人啦 再不复工忘掉这一切，我就要面临中年心理危机加抑郁症了  [组图共9张] 原图 ,"http://ww2.sinaimg.cn/large/61c921e5gy1gc0en45dr1j20m80godh0.jpg,http://ww3.sinaimg.cn/large/61c921e5gy1gc0emzzxv8j20xc0m80vn.jpg,http://ww1.sinaimg.cn/large/61c921e5gy1gc0en0kjooj20lc0c3jsj.jpg,http://ww4.sinaimg.cn/large/61c921e5gy1gc0en3ckncj20hj0a9mxo.jpg,http://ww2.sinaimg.cn/large/61c921e5gy1gc0en3qklkj20zk0k0js5.jpg,http://ww1.sinaimg.cn/large/61c921e5gy1gc0en2e7znj211i0l3djm.jpg,http://ww4.sinaimg.cn/large/61c921e5gy1gc0emzfb1cj20v40g5ni9.jpg,http://ww1.sinaimg.cn/large/61c921e5gy1gc0en19tv8j20sg0aotac.jpg,http://ww4.sinaimg.cn/large/61c921e5gy1gc0en2r6duj20l40akdgg.jpg",无,无,2020-02-18 11:53,坚果手机 R1,1603,204,368
IsQsiiDhu,…… 快速扩散｜不要带宠物上高速，我的猫和狗已经被“焚烧”  ,无,无,无,2020-02-05 23:21,Android客户端,1409,342,382
IswMix2NQ,病毒扩散后，我其实很理解那些写着“不接待中国客人”的各国小店主，如果他们加上“暂时”和“以及近期从中国回来的本国客人”，可能就不容易引起争议了。当然，以上讨论对象仅限没有排华倾向，只是害怕病毒的店主。  ,无,无,无,2020-02-03 21:15,微博 weibo.com,1814,145,203
Is942uoOg,……  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/61c921e5gy1gbgm72b8s0j20u02rg4qp.jpg,http://ww1.sinaimg.cn/large/61c921e5gy1gbgm7383hxj20u03nnajm.jpg",无,无,2020-02-01 08:53,Android客户端,2362,582,294
Ir1TZg7Rz,更多也不指望了，大家新年都平安就好。  ,无,无,无,2020-01-25 00:49,坚果手机 R1,4248,174,512
IozBweqPi,不知道从什么时候开始，问一个人的年龄，再也得不到直接答案了。不管 TA 是男的女的还是老的少的，总是说，“我是xx年出生的”。如果你问“那是多大了？” TA 竟然还要算一下才給你答案。我记得在过去，问一个人的年龄，大家都是直接说自己是多大岁数的……为什么会这样？这些年发生了什么我不知道的？  ,无,无,无,2020-01-08 21:06,坚果手机 R1,5854,352,1222
InnNO14Ci,  ,无,无,无,2020-01-01 01:13,坚果手机 R1,9582,257,1737
