微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Iu3mhrL4l,在家追枕上书，看着看着就饿了…好想吃火锅啊！#宅久了看温泉都像火锅汤##电视剧三生三世枕上书#  原图 ,http://wx1.sinaimg.cn/large/63885668ly1gbv4fssoldj216w0qy1ky.jpg,无,无,2020-02-13 22:02,无,440449,1000000,1000000
Iu33Xg1vz,#微博剧场##凤九东华互怼# 帝君，你怎么和古书上写的那些不一样呢，说好的高冷呢？#电视剧三生三世枕上书# Dear-迪丽热巴的微博视频  ,无,"http://f.video.weibocdn.com/xuz1TjTblx07AVy0cBgI01041200j1me0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1586105493&ssig=h8%2FHdYmQ3B&KID=unistore,video",无,2020-02-13 21:17,国产剧集 · 视频社区,359343,1000000,733509
ItYEdmy06,最近的健身项目～ 绿洲  原图 ,http://wx2.sinaimg.cn/large/63885668ly3gbujn65eqyj20ku0ioq7i.jpg,无,无,2020-02-13 10:02,绿洲APP,468928,1000000,1000000
Ithxx5G7D,#idoltube##白凤九相亲# 像不像被安排相亲的你 Dear-迪丽热巴的微博视频  ,无,"http://f.video.weibocdn.com/001bwdCUlx07ANvuZxLO01041200qzCu0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1586105493&ssig=Hjt%2B41Bk0j&KID=unistore,video",无,2020-02-08 20:18,影视剪辑 · 视频社区,508005,1000000,1000000
IsBTPmSBE,#抗疫行动##手写加油接力# 向一线医务工作者致敬，你们辛苦了，我们一起对抗疫情！@张彬彬Vin  来一起加油！  原图 ,http://wx4.sinaimg.cn/large/63885668ly1gbk5hieyl4j20yc0u00xm.jpg,无,无,2020-02-04 10:17,无,445571,1000000,770222
IrrtFx58B,#抗击新型肺炎我们在行动# #全民口罩行动# 大家一定要平平安安的！ 绿洲  [组图共6张] 原图 ,"http://ww3.sinaimg.cn/large/63885668ly3gbb9rps0qdj20go0m8ti3.jpg,http://ww2.sinaimg.cn/large/63885668ly3gbb9rqi7jej20go0m8tkt.jpg,http://ww4.sinaimg.cn/large/63885668ly3gbb9rqb7fbj20go0m8gxj.jpg,http://ww1.sinaimg.cn/large/63885668ly3gbb9ru7pqyj20go0m87ix.jpg,http://ww4.sinaimg.cn/large/63885668ly3gbb9rucijaj20go0m8qf1.jpg,http://ww4.sinaimg.cn/large/63885668ly3gbb9rudr9lj20go0m814s.jpg",无,无,2020-01-27 17:55,绿洲APP,429225,1000000,703680
IqZWtplxX,聊#春晚# ，#赞得福#。我赞赞奔赴在前线的医务工作者，你们辛苦了！新的一年祝大家鼠年大吉大利，好运非你莫“鼠”，每个人都能平安健康！  原图 ,http://wx2.sinaimg.cn/large/63885668ly1gb7w7eablqj20ku1941kx.jpg,无,无,2020-01-24 19:49,无,361829,1000000,573293
IqHo48iAo,#idoltube# 追星女孩小九已上线#电视剧三生三世枕上书# http://t.cn/A6vsUWOd  ,无,无,无,2020-01-22 20:35,无,320975,1000000,1000000
IqDi7ow1u,#三生三世枕上书开播# 你的小狐狸凤九即将上线，跟上狐狸爪步开启追剧模式#电视剧三生三世枕上书# 《三生三世枕上书》终极预告 迪丽热巴高伟光重历三生炽恋  ,无,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=h00337816am&Expires=1586105514&ssig=Hqm3Dl%2FVKs&KID=unistore,video",无,2020-01-22 10:09,无,454853,1000000,700912
IpSSNcJ6o,#拒绝盗版从我做起#齐心协力，防止盗版蔓延；众志成城，打击侵权犯罪。跟我一起加入电影频道“拒绝盗版 从我做起”全民反盗版活动。拒绝盗版，从我做起！@中国电影报道 @电影频道融媒体中心  原图 ,http://wx1.sinaimg.cn/large/63885668ly1gazfbmsm7vj22bc334e82.jpg,无,无,2020-01-17 12:01,无,245070,1000000,817635
IpgpEwGBx,春节送礼送健康，分享一下我的同款健康好物@Swisse，轻松GET身体年轻态！Swisse推出新年限定礼盒，装满浓浓的爱意与年味。同款活力，同款美丽，过年带上Swisse，和我一起过个同款新年吧～#同款新年，爱在一起#  原图 ,http://wx3.sinaimg.cn/large/63885668ly1gauphha39zj22vv4bsx6s.jpg,无,无,2020-01-13 10:04,无,361554,1000000,1000000
Ip2eY80g9,明星动   态  ,无,无,无,2020-01-11 22:00,明星动态,374502,1000000,406502
IoSqMFlVw,#happyNEOyear# 很开心今天能和@adidasneo 一起在成都与大家提前闹新春！春节“到鼠”计时开始啦，好玩不打烊，农历新年里让我们继续玩新大发吧！  [组图共6张] 原图 ,"http://ww2.sinaimg.cn/large/63885668ly1garrm17ohvj21jk2bchdv.jpg,http://ww3.sinaimg.cn/large/63885668ly1garrm5bcgjj22bc1jknpf.jpg,http://ww4.sinaimg.cn/large/63885668ly1garrmamk7tj21ab1xgx6s.jpg,http://ww4.sinaimg.cn/large/63885668ly1garrm7zkjaj21jk2bc1l1.jpg,http://ww4.sinaimg.cn/large/63885668ly1garrlyuv5qj22bc1jknpf.jpg,http://ww1.sinaimg.cn/large/63885668ly1garrm3d8tjj21xg1ab4qr.jpg",无,无,2020-01-10 21:01,无,423161,1000000,1000000
IonM9ryMy,2019#微博之夜#盛典即将开启，以微博之力，让世界更美。1月11日，不见不散@微博之夜  原图 ,http://wx1.sinaimg.cn/large/63885668ly1gao0a01kfzj20ku112k98.jpg,无,无,2020-01-07 14:59,无,326736,1000000,292611
InB4Df73X,#happyNEOyear#都到了2020，还不换点新pose配新装[來] 穿上@adidasneo 迪士尼联名款，让#生来好动#的我们一起玩“新”大发、自拍不重样🤳http://t.cn/AiF7nREj adidasneo的微博视频  ,无,"http://f.video.weibocdn.com/000pYrGmlx07zPTskBQQ010412008AOY0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586105522&ssig=oKIPxJLbmv&KID=unistore,video",无,2020-01-02 11:00,无,322240,1000000,1000000
InmfwsbEK,#梦圆东方##追梦2020#离开2019～迈向新的一年，2020新年快乐～🎆  [组图共6张] 原图 ,"http://ww1.sinaimg.cn/large/63885668ly1gag7sm3gz5j22jf3t5kjn.jpg,http://ww4.sinaimg.cn/large/63885668ly1gag7sd7705j22jf3t5b2c.jpg,http://ww1.sinaimg.cn/large/63885668ly1gag7s8yy1vj22jf3t5e83.jpg,http://ww2.sinaimg.cn/large/63885668ly1gag7sga78yj22jf3t5npf.jpg,http://ww1.sinaimg.cn/large/63885668ly1gag7sv3uuzj21ke2ckkjo.jpg,http://ww3.sinaimg.cn/large/63885668ly1gag7srmhpjj21o72i81l1.jpg",无,无,2019-12-31 21:15,无,522197,1000000,1000000
IncmA97W6,2020就要来啦～你准备好了没？送大家一份新年魔法，祝愿大家新的一年，都能追随内心更加勇敢，做自己想做的事。跟我一起对准@安慕希希腊酸奶 扫2020，许下你的愿望，告诉我你的2020新期待！#2020一起安慕希# Dear-迪丽热巴的微博视频  ,无,"http://f.video.weibocdn.com/003Y6FSwlx07zLH0Niec010412001gZ50E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586105523&ssig=Ol9Qcc9uFx&KID=unistore,video",无,2019-12-30 20:05,无,359294,1000000,1000000
ImTGkcdDn,今天的#星光大赏#   [组图共4张] 原图 ,"http://ww3.sinaimg.cn/large/63885668ly1gacppdn1nmj21yi2qp7wk.jpg,http://ww4.sinaimg.cn/large/63885668ly1gacpphkj5gj22ik3t0b2d.jpg,http://ww4.sinaimg.cn/large/63885668ly1gacppb4atej22yo4g04qr.jpg,http://ww2.sinaimg.cn/large/63885668ly1gacpn0eeyij22yo4g04qr.jpg",无,无,2019-12-28 20:32,无,623713,1000000,1000000
IlDTr85bm,  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/63885668ly1ga369ykfqnj20u0140k4m.jpg,http://ww2.sinaimg.cn/large/63885668ly1ga369z80fnj20u0140anu.jpg",无,无,2019-12-20 14:30,无,883271,1000000,1000000
IfGSp0Whu,在我们那个年代，今天也就是个光棍节  原图 ,http://wx4.sinaimg.cn/large/63885668ly1g8tx3oqqvtj208k07gwet.jpg,无,无,2019-11-11 11:04,iPhone XS,767621,1000000,1000000
Iekpj3kji,很开心能携手妹妹“冷巴”为腾讯国漫大IP手游@狐妖小红娘手游 代言，这一次，万水千山，我陪你看。红线仙们一起来涂山偶遇吧！ http://t.cn/Ai12qpr7 #万水千山我陪你看# 狐妖小红娘手游的微博视频  ,无,"http://f.video.weibocdn.com/002pw1XAlx07ydoPcdRS01041200zogd0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586105526&ssig=RFE%2BdrkWZu&KID=unistore,video",无,2019-11-02 12:01,无,303823,1000000,430390
Ie5JCbT9A,路易威登首尔女装秀 @路易威登 做个酷盖，和我一起秀起来了～  [组图共9张] 原图 ,"http://ww2.sinaimg.cn/large/63885668gy1g8hrfdki98j236a4rfx6s.jpg,http://ww4.sinaimg.cn/large/63885668gy1g8hrh53g1bj23gg56oe85.jpg,http://ww3.sinaimg.cn/large/63885668gy1g8hrflzyuij237c4t2e84.jpg,http://ww1.sinaimg.cn/large/63885668gy1g8hrgadksoj224h32sqv7.jpg,http://ww3.sinaimg.cn/large/63885668gy1g8hrg3c9c0j22su47ahdv.jpg,http://ww3.sinaimg.cn/large/63885668gy1g8hrfvp8o2j22nc3z0qv7.jpg,http://ww4.sinaimg.cn/large/63885668gy1g8hrgdgzx4j21kg2cn1kx.jpg,http://ww1.sinaimg.cn/large/63885668gy1g8hrgl01gej24wp39te83.jpg,http://ww4.sinaimg.cn/large/63885668gy1g8hrgqlhcoj21m52f9kjl.jpg",无,无,2019-10-31 22:40,无,456278,1000000,1000000
IdpOtyL81,#热巴爱上Swisse小Q瓶#很开心成为澳洲自然营养品牌@Swisse 的代言人~想拥有满满的胶原蛋白吗？快去搜索Swisse，和我一起爱上小Q瓶工作再忙，熬夜再晚，胶原蛋白都不怕流失，四周拥有少女嘭嘭肌~ Dear-迪丽热巴的微博视频  ,无,"http://f.video.weibocdn.com/0011XDfplx07y74sjVjG0104120045EU0E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1586105527&ssig=LPhY2OVtrA&KID=unistore,video",无,2019-10-27 11:57,无,307041,1000000,680344
IdfHFoRPo,喷上#YSL星河限定#反转巴黎，为你摘下整片耀夜星河🌌  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/63885668ly1g8bdrkuxrmj21wt2jqqve.jpg,http://ww3.sinaimg.cn/large/63885668ly1g8bdrdoyvuj21wt2jqx6u.jpg",无,无,2019-10-26 10:12,无,433315,1000000,1000000
IbN4TcfTs,第一支vlog😇 Dear-迪丽热巴的微博视频  ,无,"http://f.video.weibocdn.com/004CWJCtlx07xQ1LMZZm01041202hdjl0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586105528&ssig=4lj6pbtYJQ&KID=unistore,video",无,2019-10-16 19:30,无,714500,1000000,1000000
IbKul0D5B,#慢游全世界#这场旅行因为婚纱而变得与众不同，送给27岁的自己，告诉她要一直勇敢心怀梦想。@慢游全世界  [组图共6张] 原图 ,"http://ww3.sinaimg.cn/large/63885668ly1g7zy805rtjj23gg56o4r3.jpg,http://ww1.sinaimg.cn/large/63885668ly1g7zy82fp01j23gg56oqv6.jpg,http://ww3.sinaimg.cn/large/63885668ly1g7zy7r6iqqj23gg56ob2b.jpg,http://ww2.sinaimg.cn/large/63885668ly1g7zy7tjacfj239d4w3x6r.jpg,http://ww4.sinaimg.cn/large/63885668ly1g7zy7wt6nsj23gg56okjn.jpg,http://ww3.sinaimg.cn/large/63885668ly1g7zy7v5ptcj251j3d11kz.jpg",无,无,2019-10-16 12:54,无,477742,1000000,325801
IbB28kfhV,#跟着国宝去旅行# “比起荣华富贵，我更怀念「相知无远近，万里尚为邻」的开元年间，想念喧闹繁华百业兴旺的长安。”今天我在@中国青年报 @酷我音乐 ，用声音演绎@陕西历史博物馆 的鎏金舞马衔杯纹银壶，带大家体验一把#国宝的奇妙之旅# @国宝的奇妙之旅 Dear-迪丽热巴的微博视频  ,无,"http://f.video.weibocdn.com/004e0JwOlx07xNZqs7Uk010412003c0G0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586105529&ssig=%2BvHhdnqbnv&KID=unistore,video",无,2019-10-15 12:50,无,199653,999870,136202
Ib0vtncPK,新鲜～ 听说这里是绿洲～新鲜～ 绿洲  [组图共4张] 原图 ,"http://ww2.sinaimg.cn/large/63885668ly3g7ub8wi9hsj20u00u07ji.jpg,http://ww3.sinaimg.cn/large/63885668ly3g7ub8wftcdj20u00u04e8.jpg,http://ww3.sinaimg.cn/large/63885668ly3g7ub8wz66sj20u00u0ar4.jpg,http://ww4.sinaimg.cn/large/63885668ly3g7ub8xoqfcj20u00u0h0h.jpg",无,无,2019-10-11 15:51,绿洲APP,552766,1000000,1000000
IaGazrJ4Z,这次@慢游全世界 出海的心情既紧张又兴奋，海风里都是自由和浪漫的味道～#迪丽热巴出海造型# #慢游全世界#  [组图共3张] 原图 ,"http://ww2.sinaimg.cn/large/63885668ly1g7rx06dkhij22vp4blqv6.jpg,http://ww3.sinaimg.cn/large/63885668ly1g7rx07xdinj22wu4dbb2a.jpg,http://ww2.sinaimg.cn/large/63885668ly1g7rx04pk8rj238f4um1kz.jpg",无,无,2019-10-09 12:04,无,361833,1000000,459523
Ia6RKA89u,第一次进到卢浮宫，是来看秀～#时装周V日记##hello时装周##巴黎时装周#   [组图共4张] 原图 ,"http://ww3.sinaimg.cn/large/63885668ly1g7nhlq7xyfj230q4j1e83.jpg,http://ww2.sinaimg.cn/large/63885668ly1g7nhlrxtavj22z54gq1kz.jpg,http://ww2.sinaimg.cn/large/63885668ly1g7nhlt946sj22r844skjm.jpg,http://ww3.sinaimg.cn/large/63885668ly1g7nhluvpedj22ye4fl7wj.jpg",无,无,2019-10-05 18:12,无,532928,1000000,328527
Ia53X0yLI,#路易威登女装秀# 第一次来看路易威登的秀，被惊艳到了！到现在还在回忆～希望能够尽快买到秀上相中的帽子和包包 @路易威登  [组图共8张] 原图 ,"http://ww4.sinaimg.cn/large/63885668ly1g7n9hzfg9xj22po42ikjn.jpg,http://ww2.sinaimg.cn/large/63885668ly1g7n9i9i8lrj21s42o54qq.jpg,http://ww1.sinaimg.cn/large/63885668ly1g7n9is8iwfj210z1jfb2a.jpg,http://ww2.sinaimg.cn/large/63885668ly1g7n9mr36yyj237a4sxb2c.jpg,http://ww4.sinaimg.cn/large/63885668ly1g7n9n0ih1uj238x4vd1l1.jpg,http://ww1.sinaimg.cn/large/63885668ly1g7n9mjq3s7j23bi4z9qv7.jpg,http://ww2.sinaimg.cn/large/63885668ly1g7n9hh8gxaj230m4izhdw.jpg,http://ww4.sinaimg.cn/large/63885668ly1g7n9n961yhj23194jye84.jpg",无,无,2019-10-05 13:36,无,496118,1000000,200538
I92B0qSVa,表白祖国，把love穿身上  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/63885668ly1g7fd13xw1ij22c0340qv7.jpg,http://ww1.sinaimg.cn/large/63885668ly1g7fd154dihj22c03401kz.jpg",无,无,2019-09-28 17:29,无,756974,1000000,675542
I8Qwkrykn,#我爱你中国#锦绣河山千万里，官方粉丝十四亿，#我是中国fans#，我为祖国骄傲。快来加入，一起为祖国献礼！粉丝认证号：我是中国FANS  ,无,无,无,2019-09-27 10:45,微博会员中心,160239,12883,10241
I8HZW7TSD,#路易威登邂逅上海# 和@路易威登 Capucines 系列包款 一起邂逅这座繁华都市！ Dear-迪丽热巴的微博视频  ,无,"http://f.video.weibocdn.com/0005vtHQlx07xjHocqNW010412006mL10E010.mp4?label=mp4_hd&template=852x480.24.0&trans_finger=ac6fb6d5c49a67fe2901ae638b222ab2&Expires=1586105542&ssig=LIkHaxY8ue&KID=unistore,video",无,2019-09-26 13:03,无,260087,1000000,285929
I8f5rg2DQ,前所未见就是将所有困难一个个迎刃而解，带上话题#创造前所未见#，发布微博分享你的故事，有机会赢取adidas好礼哦！adidasWomen的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/000YaLAMlx07xeMhhb9K010412001pTo0E013.mp4?label=mp4_hd&template=720x404.24.0&trans_finger=ac6fb6d5c49a67fe2901ae638b222ab2&Expires=1586105543&ssig=KxJqxHxcoc&KID=unistore,video",无,2019-09-23 11:27,无,242184,1000000,258026
I7XIfC45K,黑是文人画卷里的墨色，是女子梳妆描眉的黛色，也是我钟爱的颜色。我是中国色彩推荐人迪丽热巴，黑色旗袍最能凸显东方女子气质，搭配单边耳饰希望给大家不一样的感受。今晚19:30锁定央视财经频道@CCTV时尚大师  一起探讨百搭的黑色吧，期待今晚的大秀～#迪丽热巴单边耳坠##不潮不出街#  [组图共4张] 原图 ,"http://ww2.sinaimg.cn/large/63885668ly1g775rg2jh0j233w4nvqv7.jpg,http://ww1.sinaimg.cn/large/63885668ly1g775rhqw85j234t4p77wj.jpg,http://ww1.sinaimg.cn/large/63885668ly1g775rjng5bj24xz3ao4qr.jpg,http://ww3.sinaimg.cn/large/63885668ly1g775rdu2vuj24zm3brqv6.jpg",无,无,2019-09-21 15:13,无,322867,1000000,307935
I6uT7jjgU,持续打call好多年，美女生日快乐🎂@杨幂 这张合照是我最喜欢的啦～  原图 ,http://wx4.sinaimg.cn/large/63885668ly1g6w0sfemiej21gy1gy1ky.jpg,无,无,2019-09-12 00:00,无,958546,17182,41766
I4XrcxduI,夏天悄悄过去啦～🍉🍉小朋友们也该去上学啦～#开学季##又是一年开学季#  [组图共4张] 原图 ,"http://ww4.sinaimg.cn/large/63885668gy1g6kbbp04lnj20op0ur44j.jpg,http://ww4.sinaimg.cn/large/63885668gy1g6kbbqdo1uj20u0140n1k.jpg,http://ww2.sinaimg.cn/large/63885668gy1g6kbbr7g9cj20og0uu48s.jpg,http://ww1.sinaimg.cn/large/63885668gy1g6kbbo9prtj20ol0ut115.jpg",无,无,2019-09-01 21:00,无,873666,1000000,514760
I4ETxF4zU,#遇见天坛#感谢@遇见天坛 给我这个机会走进神乐署，学习古乐器，大家记得都去天坛看看神乐署震撼的中和韶乐表演哦～ Dear-迪丽热巴的微博视频  ,无,"http://f.video.weibocdn.com/000hLFhwlx07wDdnLJHq01041200ewcg0E010.mp4?label=mp4_hd&template=852x480.24.0&trans_finger=ac6fb6d5c49a67fe2901ae638b222ab2&Expires=1586105544&ssig=c5ySy6Xujr&KID=unistore,video",无,2019-08-30 21:48,无,295660,1000000,99994
I4kZrfn2X,#送一百位女孩回家# 大家好，我又坐过山车了，还坐了两次，不用排队的那种感谢@丁丁张 老师带我去游乐园玩，聊了很多过去，思考了些许未来。但最重要的还是坐了过山车～总之这是一段超开心的经历 《送一百位女孩回家第三季》迪丽热巴嗨唱土味神曲超洗脑 调侃自己桃花运差  ,无,"https://data.vod.itc.cn/?new=/102/147/IeeL3Sm6SNqShBHb8jatCA.mp4&vid=5644296&u=2&key=MPA-0v2OzqRtE4tHl0PZL0rfC-8i_Mfx&plat=&mkey=imOaryEjkIH3K177g188LAmgHctDpiVn&ch=v&user=api&prod=weibo&Expires=1586105545&ssig=h%2FecHvKIzx&KID=unistore,video",无,2019-08-28 19:07,无,329997,1000000,512919
